id,name,address,yelp_category,main_category,sub_category,categories,reviews,price,stars,state
A3BzaW-pEmIH4Fu6dav7HA,Grand Café,"Green Valley Ranch Resort & Spa, 2300 Paseo Verde Pkwy",American (Traditional),American (Traditional),Restaurants,"['American (Traditional)', 'Restaurants', 'American (New)', 'Cafes']",113,2,3,NV
a3jFGgoWbPkPGENEafiXwg,Binion's Cafe,128 Fremont St.,Food,Restaurants,Food,"['Restaurants', 'Food', 'Diners', 'Arts & Entertainment', 'Cafes', 'Chinese', 'Casinos', 'Steakhouses']",127,1,3,NV
A4zLP5AyKEEHQr_dWEZKig,Cleo,2535 S Las Vegas Blvd,Middle Eastern,Middle Eastern,Mediterranean,"['Middle Eastern', 'Mediterranean', 'Greek', 'Restaurants', 'Tapas/Small Plates']",371,3,4.5,NV
A5Rkh7UymKm0_Rxm9K2PJw,Yard House Town Square,6593 Las Vegas Blvd S,American (New),American (New),Bars,"['American (New)', 'Bars', 'Restaurants', 'Beer Bar', 'Seafood', 'Cocktail Bars', 'Asian Fusion', 'Steakhouses', 'Nightlife', 'Vegetarian', 'Sports Bars', 'Wine Bars', 'American (Traditional)']",1049,2,4,NV
A7i_H252XydtrK7BUTvoog,Stonetown,627 Prospect Ave E,Breakfast & Brunch,Breakfast & Brunch,Restaurants,"['Breakfast & Brunch', 'Restaurants', 'Southern', 'Soul Food', 'Seafood', 'Food']",146,2,3.5,OH
A7jbtXYFAZhErOW7xIQinA,Mother's Korean Grill,4215 Spring Mountain Rd,Barbeque,Barbeque,Restaurants,"['Barbeque', 'Restaurants', 'Korean']",263,2,3,NV
AabR8NEwbwoGhQxJohs0OQ,JP Pancake,3641 E Baseline Rd,Breakfast & Brunch,Restaurants,Breakfast & Brunch,"['Restaurants', 'Breakfast & Brunch']",169,1,3.5,AZ
ABJjxuO6oh5D9R48-eAUdQ,MORE The Buffet at Luxor,3900 Las Vegas Blvd S,Arts & Entertainment,Arts & Entertainment,Buffets,"['Arts & Entertainment', 'Buffets', 'Restaurants', 'American (Traditional)', 'Casinos']",570,2,2.5,NV
aBLx9JlAMq_AuW6VAImSwg,Zada Jane's Corner Cafe,1601 Central Ave,American (New),American (New),Restaurants,"['American (New)', 'Restaurants', 'Breakfast & Brunch']",450,2,3.5,NC
Abm-1HRGPyevBtnC3Rpxag,Rock Bottom Restaurant & Brewery,"401 N Tryon St, Ste 100",Nightlife,Nightlife,Restaurants,"['Nightlife', 'Restaurants', 'American (New)', 'Pizza', 'Pubs', 'Bars', 'American (Traditional)', 'Sandwiches']",249,2,3.5,NC
Ac52FTELfKifOWT4WOafpQ,Blue Restaurant & Bar,206 N College St,Nightlife,Nightlife,Bars,"['Nightlife', 'Bars', 'Mediterranean', 'Wine Bars', 'Arts & Entertainment', 'Jazz & Blues', 'Restaurants']",187,3,3.5,NC
aD0EslPREWGDlSpD0RMlEg,Asian BBQ & Noodles,"3400 S Jones Blvd, Ste 5C",Noodles,Noodles,Chinese,"['Noodles', 'Chinese', 'Barbeque', 'Restaurants']",450,1,4,NV
ADgacmZ-qXrSOhMfU6bmTA,5Church,"127 N Tryon St, Ste 8",American (New),American (New),Restaurants,"['American (New)', 'Restaurants', 'Food', 'Breakfast & Brunch', 'Desserts']",458,2,3.5,NC
aE-02jgBVhV56x0kbfvSIA,Yafo Kitchen,"720 Governor Morrison St, Ste 120",Ethnic Food,Ethnic Food,Food,"['Ethnic Food', 'Food', 'Restaurants', 'Middle Eastern', 'Specialty Food', 'Mediterranean']",139,2,4.5,NC
aGDo7GDN5YLvpYykpSLkbw,Florida Cafe Cuban Bar & Grill,"Shalimar Hotel/ Parquin & Restaurant, 1401 Las Vegas Blvd S",Nightlife,Restaurants,Nightlife,"['Restaurants', 'Nightlife', 'Bars', 'Cuban', 'Bakeries', 'Food']",284,2,3.5,NV
ahSFUPojs9X3-1jP-QPb-w,Bazaar Meat by José Andrés,2535 S Las Vegas Blvd,Steakhouses,Steakhouses,Spanish,"['Steakhouses', 'Spanish', 'Restaurants', 'Tapas/Small Plates']",497,4,4,NV
ai8nfTBNvL579cjIuqZajQ,Manhattan Pizza,8550 W Charleston Blvd,Pizza,Restaurants,Pizza,"['Restaurants', 'Pizza']",119,2,3.5,NV
aIJqDWUt10iS45zYCr0KcQ,Thai Taste,324 East Blvd,Thai,Thai,Restaurants,"['Thai', 'Restaurants']",220,2,3.5,NC
aIZQF2UCLv6ru-zsPK4H2Q,Texas BBQ House,5037 S 24th St,Barbeque,Restaurants,Barbeque,"['Restaurants', 'Barbeque']",305,2,4.5,AZ
AjWFFZN8KwyqJzzi0DyEsw,BURGER BRASSERIE,"Paris Las Vegas Hotel & Casino, 3655 Las Vegas Boulevard South",Burgers,Restaurants,Burgers,"['Restaurants', 'Burgers', 'American (Traditional)']",548,2,3.5,NV
aKcqKNcbwNydCBnvAA4TeQ,"Downtown Grand Hotel & Casino, an Ascend Hotel Collection Member",206 North 3rd St,Bars,Bars,American (New),"['Bars', 'American (New)', 'Cocktail Bars', 'Restaurants', 'Hotels', 'Casinos', 'Hotels & Travel', 'Arts & Entertainment', 'Event Planning & Services', 'Nightlife', 'Piano Bars']",629,2,3.5,NV
aKEEQqL1UFMieilnylI1gw,Costa di Mare,3131 Las Vegas Blvd. South,Seafood,Seafood,Restaurants,"['Seafood', 'Restaurants', 'Italian']",462,4,3.5,NV
ak-f8IV0ZdDeI4oYnjA1Pw,Habaneros Taco Grill,4225 S Fort Apache Rd,Mexican,Mexican,Restaurants,"['Mexican', 'Restaurants']",126,1,4.5,NV
Akl6WDSUwYQ3zanxczLNSg,Rice & Company,3900 Las Vegas Blvd S,Nightlife,Nightlife,Chinese,"['Nightlife', 'Chinese', 'Restaurants', 'Bars', 'Beer', 'Wine & Spirits', 'Asian Fusion', 'Food']",335,2,3,NV
AKQbrvRBZvU5kB9Ut4gVkg,Pizzaiolo Primo,8 Market Sq,Nightlife,Restaurants,Nightlife,"['Restaurants', 'Nightlife', 'Italian', 'Wine Bars', 'Bars', 'Pizza']",164,2,3.5,PA
AL5YzikrmxwcBzBNLGO7Jw,Fuddruckers,"4195 South Grand Canyon Dr, Ste 101",American (Traditional),American (Traditional),Restaurants,"['American (Traditional)', 'Restaurants', 'Burgers']",166,2,3.5,NV
aLIJSHJfLQuFu3CamjOS2Q,Rita's Mexican Food,1402 N 35th Ave,Mexican,Mexican,Seafood,"['Mexican', 'Seafood', 'Restaurants']",117,2,4,AZ
ALn_0f-Usn3n0a9WBcjhhg,Hanny's,40 N 1st St,Nightlife,Nightlife,Bars,"['Nightlife', 'Bars', 'Restaurants', 'Pizza', 'Lounges']",636,2,3.5,AZ
ALp--wAIVL4qQfCANn3ffw,Hunt & Gather Cafe,"7240 W Azure Dr, Ste 145",Coffee & Tea,Coffee & Tea,Restaurants,"['Coffee & Tea', 'Restaurants', 'Food', 'Cafes', 'Pizza']",120,2,4,NV
ALwAlxItASeEs2vYAeLXHA,Futo Buta,"Bland Street Light Rail Station, 222 Bland St",Ramen,Ramen,Japanese,"['Ramen', 'Japanese', 'Restaurants', 'Asian Fusion']",447,2,4,NC
aNGcHb8rjFFI9nY_fUgImg,Kona Grill,"Las Vegas Strip, 3200 S Las Vegas Blvd, Ste 1260",Sushi Bars,Sushi Bars,American (New),"['Sushi Bars', 'American (New)', 'Restaurants']",148,2,4.5,NV
aNs7wSLFBu5JtCU4OH5RXw,BurgerFi,"1939 S Val Vista Dr, Ste 105",Hot Dogs,Hot Dogs,Burgers,"['Hot Dogs', 'Burgers', 'American (Traditional)', 'Restaurants']",198,2,3.5,AZ
anzCdD5eIEHwydTpXhLlUA,Happy Dog,5801 Detroit Ave,Hot Dogs,Restaurants,Hot Dogs,"['Restaurants', 'Hot Dogs', 'Lounges', 'Music Venues', 'Arts & Entertainment', 'Bars', 'Pubs', 'Nightlife']",527,1,4.5,OH
aO1gAp41n8w8zpxTiHdLNA,Mert's Heart & Soul,214 N College St,Soul Food,Soul Food,Breakfast & Brunch,"['Soul Food', 'Breakfast & Brunch', 'Restaurants', 'Southern']",687,2,3.5,NC
AoGCnRtwifZ2gTGHtg8KTw,Tokyo Sushi House,"10040 W Cheyenne Ave, Ste 150",Japanese,Japanese,Restaurants,"['Japanese', 'Restaurants', 'Sushi Bars']",275,2,3,NV
ApAzthiFRKuL-yJo1HMFvQ,Dilworth Neighborhood Grille,911 E Morehead St,Sandwiches,Sandwiches,Bars,"['Sandwiches', 'Bars', 'Sports Bars', 'Nightlife', 'American (Traditional)', 'Restaurants']",134,2,3.5,NC
apdb7MGnmnx6nGWBJ0ch_g,Copper Star Coffee,4220 N 7th Ave,Cafes,Cafes,Sandwiches,"['Cafes', 'Sandwiches', 'Food', 'Restaurants', 'Breakfast & Brunch', 'Coffee & Tea']",430,1,4.5,AZ
apMG3W6-qpHIuo4ApZy3IA,Bricktop's Restaurant,"6401 Morrison Blvd, Ste 1B",American (New),American (New),Breakfast & Brunch,"['American (New)', 'Breakfast & Brunch', 'Restaurants']",208,2,4,NC
APXWKd1N-COyUdncd_FdyQ,HEK Yeah BBQ,"15044 N Cave Creek Rd, Ste 6",Gluten-Free,Gluten-Free,American (Traditional),"['Gluten-Free', 'American (Traditional)', 'Barbeque', 'Restaurants']",199,2,4,AZ
aQ222ydz_GSRZV66xNt4kQ,Sen of Japan,"8480 W Desert Inn Rd, Ste F1",Japanese,Japanese,Restaurants,"['Japanese', 'Restaurants', 'Sushi Bars']",396,2,4.5,NV
AqfEIxefqdArIWf9YUVAtQ,Omelet House,6520 Boulder Hwy,American (Traditional),Restaurants,American (Traditional),"['Restaurants', 'American (Traditional)', 'Breakfast & Brunch']",170,2,4,NV
aqszoKRB4Ol9bpemt0_-GQ,Soho Bistro,214 N Tryon St,Asian Fusion,Asian Fusion,Chinese,"['Asian Fusion', 'Chinese', 'Restaurants']",119,2,3.5,NC
aRIZPbrHwnM04TTXLYrFMg,Eno Vino Wine Bar & Bistro,601 Junction Rd,Nightlife,Nightlife,American (New),"['Nightlife', 'American (New)', 'Tapas/Small Plates', 'Bars', 'Restaurants', 'Wine Bars']",217,3,4,WI
arv3T_av9OoVo3SvxV4TXw,Fish N Bowl,"7225 S Durango Dr, Ste 105",Sushi Bars,Restaurants,Sushi Bars,"['Restaurants', 'Sushi Bars', 'Asian Fusion', 'Seafood']",172,2,4.5,NV
as_fyujgsdwtV56n31z-Sw,Bomba Tacos & Rum,19880 Detroit Rd,Latin American,Restaurants,Latin American,"['Restaurants', 'Latin American', 'Mexican']",207,2,3.5,OH
aS1qJzTGyluRT2tJ09Jbaw,Magal BBQ,4240 Spring Mountain Rd,Barbeque,Barbeque,Korean,"['Barbeque', 'Korean', 'Restaurants']",370,2,4.5,NV
AspFf1d9sRaUloPJAHMqAg,Sushi Kim Restaurant,1241 Penn Ave,Korean,Korean,Restaurants,"['Korean', 'Restaurants', 'Sushi Bars']",114,2,3,PA
aT_SsfZ6GQgJGyuIv1Hapw,Bouchon Bakery at the Venetian Casino,"The Venetian Resort Hotel & Casino, 3355 Las Vegas Blvd S, Ste 10101",Specialty Food,Specialty Food,Macarons,"['Specialty Food', 'Macarons', 'Food', 'Restaurants', 'Bakeries', 'Desserts', 'French']",971,2,4,NV
AT_xDv2Lm5K7VtER1fp-SA,Strip House Steak House,Planet Hollywood Resort and Casino,Food,Restaurants,Food,"['Restaurants', 'Food', 'Steakhouses', 'Seafood', 'Desserts']",438,4,4,NV
ATMiPNPxN-g1ra7nar5prA,Fleming's Prime Steakhouse & Wine Bar,210 E Trade St,Bars,Bars,Salad,"['Bars', 'Salad', 'Restaurants', 'Nightlife', 'Wine Bars', 'Steakhouses']",185,3,3.5,NC
atVh8viqTj-sqDJ35tAYVg,Beach Cafe,7750 S Jones Blvd,Breakfast & Brunch,Breakfast & Brunch,Diners,"['Breakfast & Brunch', 'Diners', 'Restaurants', 'Burgers']",232,1,3.5,NV
AuIiqDeL65kczmiFSkAWrA,Maggiano's Little Italy,4400 Sharon Rd,Italian,Italian,Restaurants,"['Italian', 'Restaurants', 'Nightlife', 'Bars']",235,2,3.5,NC
AUl6myFhTAbEqt0GMdKHiw,Chipotle Mexican Grill,"7340 Arroyo Crossing Pkyw, Ste 100",Mexican,Restaurants,Mexican,"['Restaurants', 'Mexican', 'Fast Food']",129,1,3,NV
AUOlDSQ8R2wIkN4lQ4kVDg,Lima Limon,222 S Decatur Blvd,Peruvian,Peruvian,Restaurants,"['Peruvian', 'Restaurants']",156,2,4,NV
aUrOyWFKxKeVXiFzwbTXSA,The Green Owl,1970 Atwood Ave,Vegetarian,Vegetarian,Restaurants,"['Vegetarian', 'Restaurants', 'Vegan', 'Cafes']",201,2,4,WI
A-uZAD4zP3rRxb44WUGV5w,Soho Japanese Restaurant,"7377 S Jones Blvd, Ste 116",Japanese,Japanese,Restaurants,"['Japanese', 'Restaurants', 'Sushi Bars']",1134,2,4.5,NV
aVBFKYoF0AHuusNssaQpJA,Ian's Pizza,100 State St,Italian,Restaurants,Italian,"['Restaurants', 'Italian', 'Pizza']",324,1,4,WI
avkOIpslBUFZMQhELpl3JQ,Genghis Grill,550 N Stephanie St,Mongolian,Restaurants,Mongolian,"['Restaurants', 'Mongolian']",308,2,3.5,NV
axnI-1l2a_kydvL12-toIQ,Kings Fish House,"The District at Green Valley Ranch, 2255 Village Walk Dr, Ste 139",Seafood,Restaurants,Seafood,"['Restaurants', 'Seafood']",146,2,4,NV
aXWN4oH8W-MVDchWia084g,Nine On Nine,900 Penn Ave,American (New),American (New),Restaurants,"['American (New)', 'Restaurants', 'Nightlife', 'Bars', 'Cocktail Bars', 'Wine Bars']",122,3,3.5,PA
Ay34xZOFax3X23zaA3nwdg,Roma Deli 1 & Restaurant,5755 Spring Mountain Rd,Delis,Delis,Italian,"['Delis', 'Italian', 'Restaurants']",183,2,4.5,NV
AY4qBdRtkShnjiPTdlxw_A,Big View Diner,16637 Lancaster Hwy,Beer,Beer,Wine & Spirits,"['Beer', 'Wine & Spirits', 'American (Traditional)', 'Restaurants', 'Diners', 'Bakeries', 'Breakfast & Brunch', 'Food']",238,2,3,NC
aY8xiGLpTjIkz6FAJbCy7A,Double Wide Grill,2339 E Carson St,Barbeque,Restaurants,Barbeque,"['Restaurants', 'Barbeque', 'Vegetarian', 'American (Traditional)']",327,2,3.5,PA
AyEtowSGi9vx0-xFfrgjWw,Payard Pâtisserie & Bistro,"Caesars Palace Las Vegas Hotel And Casino, 3570 Las Vegas Boulevard South",Food,Food,Coffee & Tea,"['Food', 'Coffee & Tea', 'Desserts', 'Restaurants', 'French']",589,2,4,NV
aYfHXWNjLNUVoQa5CMA2jg,The Juice Standard,"4555 S Ft Apache Rd, Ste 144",Food,Food,Juice Bars & Smoothies,"['Food', 'Juice Bars & Smoothies', 'Restaurants']",160,2,4.5,NV
azE1DNVQFBU8boVbaJhj7w,Lidia's,1400 Smallman St,Nightlife,Restaurants,Nightlife,"['Restaurants', 'Nightlife', 'Bars', 'Italian']",348,3,3.5,PA
azIZRqX_1qbp0_6GKSgSAA,Japonais,3400 Las Vegas Blvd S,Japanese,Japanese,Sushi Bars,"['Japanese', 'Sushi Bars', 'Restaurants', 'Asian Fusion']",339,3,3.5,NV
AZlnpvILz5cEWJifjr2CSQ,Roma Deli II and Wine Shop,8524 W Sahara Ave,Delis,Delis,Italian,"['Delis', 'Italian', 'Restaurants']",116,2,4,NV
azxeH9W14hzFnZyuOm8JdQ,Chophouse & Brewery,1198-1000 Sir Patrick Ave,Bars,Bars,Steakhouses,"['Bars', 'Steakhouses', 'Nightlife', 'Restaurants', 'Sports Bars']",146,2,3,NV
b207RNqIAhTd4JsRsnXB1Q,Los Dos Molinos,1044 E Camelback,Mexican,Restaurants,Mexican,"['Restaurants', 'Mexican']",206,2,3.5,AZ
b3vRI8yXNK34hgC0Wd4Iag,Chin Chin,"New York New York Hotel & Casino, 3790 Las Vegas Blvd S",Sushi Bars,Sushi Bars,Asian Fusion,"['Sushi Bars', 'Asian Fusion', 'Restaurants', 'Chinese']",477,2,3.5,NV
b42EKdSk61zd_FEqEwioYQ,Upstream,6902 Phillips Place Ct,Breakfast & Brunch,Breakfast & Brunch,Seafood,"['Breakfast & Brunch', 'Seafood', 'Sushi Bars', 'Restaurants']",181,3,4,NC
b6qKEYhc5cji_i04PjF6ww,Ishi Japanese Restaurant,8205 University City Blvd,Japanese,Japanese,Restaurants,"['Japanese', 'Restaurants']",113,2,3,NC
b7Y4dIggAacPum1tF3NpKg,Rosati's,"8001 N Durango Dr, Ste 110",Pizza,Restaurants,Pizza,"['Restaurants', 'Pizza']",164,2,3.5,NV
b8fEuQPrf383f6pzdm8-1w,Vida Mexican Kitchen y Cantina,"210 E Trade St, Ste 104A",Mexican,Restaurants,Mexican,"['Restaurants', 'Mexican']",303,2,3.5,NC
BBFg2FmyimjiR27jO0dpQg,Jim's Burgers and Eggs,"17019 W Greenway Rd, Ste 1805",Breakfast & Brunch,Restaurants,Breakfast & Brunch,"['Restaurants', 'Breakfast & Brunch', 'Burgers']",329,1,2.5,AZ
BCAw9a_kyx2RddRH9tMmKQ,Mr. Lucky's 24-7,"Hard Rock Hotel & Casino, 4455 Paradise Rd",American (Traditional),American (Traditional),Restaurants,"['American (Traditional)', 'Restaurants', 'Diners']",722,2,3.5,NV
BcW7Z9lPmOB_8eS2lEuOqQ,Musashi Japanese Steakhouse,3900 Paradise Rd,Japanese,Japanese,Restaurants,"['Japanese', 'Restaurants', 'Sushi Bars', 'Steakhouses']",502,2,4,NV
bdNyoXY4yJ99derJRqhP3Q,Cure,5336 Butler St,Bars,Restaurants,Bars,"['Restaurants', 'Bars', 'Nightlife', 'Mediterranean', 'American (New)']",333,3,4,PA
beuVp5CZxCdNvQIIPBS2rw,Chubby Cattle,"3400 S Jones Blvd, Ste 15",Chinese,Chinese,Barbeque,"['Chinese', 'Barbeque', 'Restaurants', 'Hot Pot', 'Do-It-Yourself Food', 'Mongolian', 'Fondue', 'Food']",535,2,4.5,NV
BgQ5ob0QiZfO5YbgI7VyFw,Blue Adobe Grille,144 N Country Club Dr,Nightlife,Nightlife,Bars,"['Nightlife', 'Bars', 'Restaurants', 'Mexican']",450,2,4,AZ
bgvm73MMjC2f5qo_RgXOXg,Halcyon,500 S Tryon St,Modern European,Restaurants,Modern European,"['Restaurants', 'Modern European', 'Cocktail Bars', 'Diners', 'American (New)', 'Nightlife', 'Tapas/Small Plates', 'Bars']",229,3,4,NC
bgXb5YYzQvHXmM8owZB4fQ,Wolfgang Puck Bar & Grill,"10955 Oval Park Dr, Ste D3",Sandwiches,Sandwiches,American (Traditional),"['Sandwiches', 'American (Traditional)', 'Nightlife', 'Restaurants', 'Salad', 'Seafood', 'Bars']",182,2,3.5,NV
Bhj4G0ArZqRvz9DprbNX3A,Layla Grill & Hookah,"8665 W Flamingo Rd, Ste 107",Ethnic Food,Ethnic Food,Lounges,"['Ethnic Food', 'Lounges', 'Nightlife', 'Restaurants', 'Specialty Food', 'Food', 'Mediterranean', 'Bars', 'Hookah Bars']",235,2,4.5,NV
bIA8SE0KHRjzh5WmN8iEkg,Willoughby Brewing Co.,4057 Erie St,Breweries,Breweries,American (Traditional),"['Breweries', 'American (Traditional)', 'Food', 'Restaurants']",145,2,3.5,OH
BIqsItY0vyOshMpJ0I4cPg,How Lee Chinese Food,5888 Forbes Ave,Chinese,Chinese,Restaurants,"['Chinese', 'Restaurants']",194,2,4,PA
BjH8Xepc10i6OhCDQdX6og,Emeril's New Orleans Fish House,3799 Las Vegas Blvd S,Seafood,Restaurants,Seafood,"['Restaurants', 'Seafood', 'American (New)']",827,3,3.5,NV
BjnJKoYFmjBRHUCCcUkiwg,Mitchell's Fish Market,28601 Chagrin Blvd,Seafood,Seafood,Restaurants,"['Seafood', 'Restaurants', 'American (Traditional)']",118,3,3,OH
BjS35X3-_-9TP-RyfzoC_Q,Hometown Classic American Eats,5715 S Pecos Rd,Diners,Diners,Restaurants,"['Diners', 'Restaurants', 'American (Traditional)', 'Breakfast & Brunch']",157,2,4,NV
bjSC_jbrypke0l-bXXBmwQ,Vic & Anthony's Steakhouse,129 E Fremont St,American (Traditional),American (Traditional),Restaurants,"['American (Traditional)', 'Restaurants', 'Steakhouses', 'Seafood', 'American (New)']",514,4,4.5,NV
blBZJ_UbVb2ieOcktYRuZg,Smashburger,9460 S Eastern Ave,Burgers,Burgers,Restaurants,"['Burgers', 'Restaurants', 'Fast Food']",129,1,4,NV
bLi48v8Div6Qm2Fyaw0C6Q,Hodge's,668 Euclid Ave,Burgers,Burgers,Restaurants,"['Burgers', 'Restaurants', 'American (Traditional)', 'American (New)']",284,2,4,OH
Bm8nRUsZ-dK6g2eJLxMTOw,Naka Sushi,"8540 W Lake Mead Blvd, Ste 120",Sushi Bars,Sushi Bars,Japanese,"['Sushi Bars', 'Japanese', 'Restaurants']",290,2,4,NV
bMZBkFrTI6uSYQB6XYnvnw,Fogo de Chão Brazilian Steakhouse,"10975 Oval Park Dr, Ste D201",Steakhouses,Steakhouses,Restaurants,"['Steakhouses', 'Restaurants', 'Seafood', 'Brazilian']",126,3,4,NV
bNpgu9sr3K18oLLw-eL75A,Osaka Japanese Bistro,10920 S Eastern Ave,Japanese,Japanese,Sushi Bars,"['Japanese', 'Sushi Bars', 'Restaurants']",185,2,3.5,NV
boug058JCnbFkQp-K_fXQA,Ruth's Chris Steak House,222 S Tryon St,Seafood,Restaurants,Seafood,"['Restaurants', 'Seafood', 'Steakhouses']",132,3,4,NC
bPcqucuuClxYrIM8xWoArg,Due Forni,"3555 S Town Center Dr, Ste 105",Bars,Bars,Nightlife,"['Bars', 'Nightlife', 'Pizza', 'Italian', 'Wine Bars', 'Restaurants']",410,2,4,NV
bPh7M1vos_V-g8_s-eHaNA,Rebel Republic,3540 W Sahara Ave,Burgers,Burgers,American (New),"['Burgers', 'American (New)', 'Sports Bars', 'Nightlife', 'Pubs', 'Restaurants', 'Bars']",188,2,4,NV
bpRo8L8dkhgbJhdIKa9mwA,STK Las Vegas,"The Cosmopolitan Of Las Vegas, 3708 Las Vegas Blvd S",Bars,Bars,Cocktail Bars,"['Bars', 'Cocktail Bars', 'Restaurants', 'American (New)', 'Steakhouses', 'Nightlife']",1158,4,4,NV
BQJokxJ4y4s57i7Mn65pvA,Hecho en Vegas,3799 Las Vegas Blvd S,Mexican,Mexican,Restaurants,"['Mexican', 'Restaurants']",201,2,3.5,NV
bQPMEI9yMakI4GD2jVS9jw,Burger 21,"14825 Ballantyne Village Way, Ste 160",Desserts,Desserts,Burgers,"['Desserts', 'Burgers', 'Food', 'American (New)', 'Restaurants']",139,2,4,NC
bQ-sXUqPSr4-iJfB764Nzw,Bill's Bar & Burger,"Westin Convention Center, 1001 Liberty Ave",Burgers,Burgers,American (New),"['Burgers', 'American (New)', 'American (Traditional)', 'Restaurants', 'Bars', 'Nightlife', 'Cocktail Bars']",117,2,3,PA
brIaz5gTzBX6fgJNQZbUCA,Roast Public House,558 State St,Sandwiches,Sandwiches,Pubs,"['Sandwiches', 'Pubs', 'Nightlife', 'Salad', 'Restaurants', 'Bars']",125,2,3.5,WI
bRR4gsjHv0F_RnRGjQBqlg,CJ's Italian Ice & Custard,3555 S Durango Dr,Desserts,Desserts,Restaurants,"['Desserts', 'Restaurants', 'Ice Cream & Frozen Yogurt', 'Food', 'Italian']",182,1,4,NV
BskUTTscZ1XGa9ev7TlfeQ,The Commoner,458 Strawberry Way,American (New),American (New),American (Traditional),"['American (New)', 'American (Traditional)', 'Bars', 'Nightlife', 'Cocktail Bars', 'Restaurants']",291,2,3.5,PA
BslEhCyzaQPfpHtDogb4hQ,Brooklyn Bowl,"3545 Las Vegas Blvd S, Ste 22",Arts & Entertainment,Arts & Entertainment,Bowling,"['Arts & Entertainment', 'Bowling', 'Nightlife', 'Music Venues', 'Active Life', 'American (New)', 'Restaurants']",445,2,3.5,NV
BsLyCu_lkEdkG42qmvZlnQ,Plum Pan Asian Kitchen,5996 Centre Ave,Chinese,Chinese,Restaurants,"['Chinese', 'Restaurants', 'Asian Fusion', 'Sushi Bars', 'Pan Asian']",154,2,3.5,PA
bSY97kgQpJ5BrpgW40V1qg,THE Steak House,2880 S Las Vegas Blvd,Steakhouses,Restaurants,Steakhouses,"['Restaurants', 'Steakhouses']",471,3,4,NV
buacGSEw8yLGJo8g-i02wg,Pisces Sushi Bar & Lounge,"1100 Metropolitan Ave, Ste 120",Japanese,Japanese,Seafood,"['Japanese', 'Seafood', 'Restaurants', 'Sushi Bars']",293,2,4,NC
BuHbMNbCQzzYi-3Y5w1c4Q,The Habit Burger Grill,365 Hughes Ctr Dr,Burgers,Burgers,Restaurants,"['Burgers', 'Restaurants']",180,1,4.5,NV
bupMXFUaZfranBLdaVcRww,Ginko,2247 Professor Ave,Sushi Bars,Restaurants,Sushi Bars,"['Restaurants', 'Sushi Bars', 'Japanese']",196,3,4,OH
burnDlH36FSphvf4vQf10w,Sushi Tower & Steakhouse,"4145 S Grand Canyon Dr, Ste 104",Sushi Bars,Restaurants,Sushi Bars,"['Restaurants', 'Sushi Bars', 'Steakhouses']",152,2,4,NV
buTa1akbH0pO_P10v99_eA,Honey Pig,4725 Spring Mountain Rd,Korean,Restaurants,Korean,"['Restaurants', 'Korean']",427,2,3.5,NV
bvGdqJ-SeGdIHX-HEabwlg,Bogey's North Beach Italian Bistro,7770 W Ann Rd,Seafood,Seafood,Breakfast & Brunch,"['Seafood', 'Breakfast & Brunch', 'Italian', 'Restaurants']",156,2,4.5,NV
BwuyBsShSQwO3_-SvW6fRA,Kabob Grill,9550 S Eastern Ave,Middle Eastern,Middle Eastern,Persian/Iranian,"['Middle Eastern', 'Persian/Iranian', 'Restaurants', 'Mediterranean']",192,2,4,NV
BwWbwhIWfc9A0fPShp-WmA,Oliver's Public House,2540 University Ave,Breakfast & Brunch,Breakfast & Brunch,Restaurants,"['Breakfast & Brunch', 'Restaurants', 'American (Traditional)', 'American (New)']",125,2,3.5,WI
bXbCGFk3ZjLcTdQQB-xPyQ,Luciano's Ristorante Italiano,1910 South Blvd,Italian,Italian,Restaurants,"['Italian', 'Restaurants']",216,2,4.5,NC
-BxWyEIQ6wypT-37MzZizQ,Carly's Bistro,128 E Roosevelt St,American (New),American (New),Nightlife,"['American (New)', 'Nightlife', 'Music Venues', 'Sandwiches', 'Bars', 'Cafes', 'Arts & Entertainment', 'Lounges', 'Food', 'Restaurants', 'Breakfast & Brunch', 'Desserts']",341,2,4,AZ
By7P2EBBvhqoSDj8PnQa8g,D.O.C.G. Enoteca,"Cosmopolitan Hotel, 3708 Las Vegas Blvd S",Italian,Restaurants,Italian,"['Restaurants', 'Italian']",340,3,3.5,NV
ByThTA6BEp9b6kEDt4RYTA,Whist Stove & Spirits,2235 Village Walk Dr,Cocktail Bars,Cocktail Bars,Bars,"['Cocktail Bars', 'Bars', 'Restaurants', 'American (Traditional)', 'American (New)', 'Nightlife', 'Gastropubs']",198,2,3.5,NV
byX9dKMcLA1CDdf3UeHDFg,The Asbury,235 N Tryon St,Breakfast & Brunch,Breakfast & Brunch,Southern,"['Breakfast & Brunch', 'Southern', 'Restaurants', 'American (Traditional)']",145,2,4,NC
bzbNGyrTwWHAgg1CqkSgeg,Terrace Restaurants - Southpark,"4625 Piedmont Row Dr, Ste 105",Comfort Food,Comfort Food,Restaurants,"['Comfort Food', 'Restaurants', 'Breakfast & Brunch', 'Irish', 'French', 'American (Traditional)', 'Cafes', 'American (New)', 'Southern']",429,2,4,NC
bzI2YREsxDomhVvvaZmcSw,Sammy's Woodfired Pizza and Grill,"7345 Arroyo Crossing Pkwy, Ste 100",Salad,Salad,Restaurants,"['Salad', 'Restaurants', 'Pizza', 'Gluten-Free']",198,2,4,NV
