id,reviews,price,stars,yelp_category,state
ca89fa85-4f21-1467-4afc-200fcdad4b6c,384,2.00,3.75,French,AZ
1efc20c2-786d-5c0a-4a9d-ee2c66833026,4185,2.58,4.38,French,NV
30548b7d-64da-a009-38f9-ad9cf6277a34,836,2.50,4.25,French,OH
86063ba9-5b95-64db-794a-bca3c2443fa1,499,2.25,4.00,French,PA
84b6f505-6599-79cb-8bc9-795a848177da,10,2.00,5.00,French,WI
3d27a15e-67ea-12a6-4475-420f61f6a6f3,8,2.00,5.00,Fruits & Veggies,NV
21147336-7e4f-31ff-3640-9c3f8693a539,6,1.00,4.50,Gas & Service Stations,NV
3727e08e-9efc-5eab-4b23-61627e860b4f,30,1.00,2.50,Gas & Service Stations,PA
e921b632-575b-1852-75a1-0437f7712eb7,587,2.00,4.00,Gastropubs,AZ
ebe3db8f-262b-4d01-512d-56afef9b1538,313,2.00,3.50,Gastropubs,NC
7200e34a-06e2-748a-367c-398ccb7069e5,1159,2.33,3.83,Gastropubs,NV
87daedde-34d1-4bb0-9269-213fbcea2ece,1248,2.50,3.50,Gastropubs,OH
02a78145-40cd-9e82-1e6c-ff071b976f47,578,2.00,3.50,Gastropubs,PA
21d52254-a065-8acf-3aac-3821de3d81f5,297,3.00,4.50,Gastropubs,WI
baed81af-7017-4ea7-8c73-9a1dbb7264d6,257,2.00,4.25,Gelato,NC
011ddc71-584e-8240-353f-571d09566db8,101,2.00,3.00,German,AZ
52543c18-3dd2-7e9a-2949-7accbb9395f7,1149,2.00,3.50,German,NV
d36136a3-532f-6e36-5a7f-8e6cd049a2f7,223,2.00,3.00,German,OH
8fb75ef2-3efc-8ab5-291b-938e02552b21,470,2.00,4.25,German,PA
300a5c91-873d-5dc6-6a4f-7f8b5bfe59df,174,2.00,3.50,German,WI
ab7415d7-3253-2d83-9e81-1d1f13ca694d,493,1.60,3.80,Gluten-Free,AZ
3b6b7b39-36e5-0108-7c0b-1096fc3974bd,297,1.50,4.17,Gluten-Free,NC
0c87f7b1-11ca-1eaf-378e-3a70e18103bf,1259,1.83,4.00,Gluten-Free,NV
09ece5f5-29ac-564a-35a3-0665636c0257,24,1.00,5.00,Gluten-Free,OH
6f9e69bb-0e7d-0033-59d2-ad3d84558f81,107,2.00,3.75,Gluten-Free,PA
5857a67a-330a-893d-734f-af8b390f31fd,155,1.67,4.00,Gluten-Free,WI
f9fc8ade-137b-2561-2947-8c3793b37f1c,10,2.00,4.00,Golf,NV
1e2ff13e-0025-64c2-11f3-13ebab58185c,885,1.17,4.33,Greek,AZ
fd908af9-83ca-16bf-1a57-dd8ca27583f8,41,1.00,3.50,Greek,IL
8115577e-96a0-4dff-6591-5a2d6b8b071f,607,1.00,3.75,Greek,NC
a8809756-4fa5-82cd-99c6-e75bc7753399,3002,1.67,3.83,Greek,NV
c7153edb-951b-276b-7e39-1e16485f24c5,11,1.50,3.50,Greek,OH
1f716104-0b0d-8362-49a4-efb76f132f9b,216,1.40,3.40,Greek,PA
0f5a657e-2031-8fd8-9558-16eb182664a8,116,1.00,3.50,Greek,WI
d3fc1fd3-98a8-4972-18ad-65d2b58e9d7f,52,3.00,3.50,Grocery,NC
0bf9b409-30a2-9aa5-50cf-6f7b37b8170a,33,1.50,3.75,Grocery,NV
df6cee7e-2ff2-0c0a-43f8-877abfff94b1,14,1.50,4.75,Grocery,OH
c0a30ed3-3bd5-656c-7548-99e8caea0074,35,1.50,3.25,Grocery,PA
e166da3c-9fec-5f26-984a-4f7f28b2a513,5,2.00,4.00,Grocery,WI
e07f75b9-70b4-9184-4136-92b8424f9087,6,2.00,5.00,Hair Salons,NV
914b63e7-38ac-26cd-76fd-2dc95fbc4f35,2273,2.00,4.00,Halal,NV
e6262e09-8562-432f-707c-41e98b5082ac,253,1.00,4.00,Hawaiian,AZ
19689233-6ac7-a00a-66d5-3a397509687f,4415,1.30,3.74,Hawaiian,NV
dabc9383-250d-10aa-96d9-8115f9ec3592,220,2.00,4.00,Himalayan/Nepalese,WI
7f7cfc40-621c-48a0-598a-e9ebbbd1852c,10,4.00,2.00,Home & Garden,AZ
eb233d6b-5028-865d-4ee4-745c159190f6,318,2.00,3.50,Hookah Bars,NV
7d25e0dc-2b4b-07ca-a180-996eeca88749,4,1.00,2.50,Hookah Bars,OH
61639ee1-96b7-456a-7e3b-db8953083e8a,58,2.00,4.00,Hookah Bars,PA
8cf35427-77e9-a5e2-9352-c2527eb04e1e,27,2.00,4.50,Hookah Bars,WI
fb339b19-53aa-532f-2fee-24eccd7e0d9a,338,1.60,3.10,Hot Dogs,AZ
1a4b4f82-1d7a-33d4-4bbc-7b370927012b,449,1.00,3.55,Hot Dogs,NC
91e1211f-751c-46ef-7ee4-ccc22ce843df,2107,1.14,2.93,Hot Dogs,NV
85ad019b-697c-8842-734f-1e3589487947,612,1.00,4.10,Hot Dogs,OH
ef5cc40a-15bf-103d-30e8-a10ec0168626,115,1.13,3.81,Hot Dogs,PA
6c16f9cc-62db-302b-6230-c50ed45b86f1,134,1.00,4.50,Hot Dogs,WI
b93a9f50-6702-0998-4481-71b97873235f,388,2.00,3.50,Hot Pot,NV
9f79c3e7-36b6-839a-0364-1cd9727936dd,26,2.00,4.50,Hot Pot,OH
ad1de5cd-0cab-6f63-a387-02813a0116e5,19,2.00,3.50,Hotels & Travel,NC
9e017712-3143-50e8-183f-7566ebd147c4,362,1.75,3.00,Hotels & Travel,NV
63d5f9c9-5c65-340a-7222-edd2f2a36243,124,3.00,3.50,Hotels & Travel,OH
66f093ef-5063-1621-826b-b1dd077428d8,16,2.00,2.00,Hotels & Travel,PA
8d1b37a1-7cf0-23cb-92e5-98ba3d84169b,35,2.00,3.50,Hotels,NC
5bf501a2-6076-35c7-518a-db09ce71023e,814,1.50,3.00,Hotels,NV
229e0d90-4a62-91f7-5674-48260f7186c7,12,4.00,2.00,Hotels,OH
ff045c36-0d59-1d7a-27a8-2d7c040b7a52,8,2.00,3.00,Hotels,PA
4eab175c-6833-2f1d-9d9c-a3be7a4a1d73,34,2.00,4.00,Hungarian,PA
72d261d4-15de-6ef8-141e-32635dd967c3,146,1.14,3.29,Ice Cream & Frozen Yogurt,AZ
b6e83a9d-5148-7691-0be5-a20c91140c67,9,1.00,2.00,Ice Cream & Frozen Yogurt,IL
2047174e-40d1-49ed-2e3d-6ff19b777df6,136,1.00,3.83,Ice Cream & Frozen Yogurt,NC
373d9c0f-6879-47f0-79b5-fc8fddbf15e6,615,1.10,3.40,Ice Cream & Frozen Yogurt,NV
268919cc-99bd-8c4f-6a03-19a3eead73fb,346,1.00,3.90,Ice Cream & Frozen Yogurt,PA
e9d8169b-1b1f-076f-a468-9d99e60e03e5,277,1.25,3.50,Ice Cream & Frozen Yogurt,WI
46c9718c-10b1-a0fd-51d9-a0ae87681d6e,820,2.00,3.70,Indian,AZ
f91cdddb-3dbc-3e91-701c-da56e3f29423,48,2.00,3.50,Indian,IL
be96bf3b-95af-5594-8c3f-584c03078d72,591,1.63,3.44,Indian,NC
259a3552-36df-2440-046a-0eaf10e115d8,2765,2.00,3.95,Indian,NV
de1058e4-55a2-1fda-837c-a51a0e6b14f6,373,1.86,3.64,Indian,OH
9d5036a6-5adc-799a-688c-f57c5ff26241,810,1.82,3.64,Indian,PA
ef21b1ea-08bf-35b4-6099-8dd37abb3c2c,470,1.67,3.67,Indian,WI
de51a4c0-24df-1dc7-2843-102a9a74369a,72,1.00,4.25,Internet Cafes,AZ
0b5ab44a-4b47-3cd3-a474-7c16f84925b3,366,2.00,4.00,Irish Pub,NV
a43c1445-72c7-7cc5-07de-32de8c5837f1,36,1.00,4.50,Irish Pub,OH
8365be63-820e-840a-958a-ee7b51d79fc7,535,2.00,4.00,Irish,AZ
e8890297-2743-381e-9a79-957e9be525a0,1648,2.00,3.50,Irish,NV
4ac3de3c-90f4-7d90-15c8-6848555b4d94,163,2.00,3.75,Irish,OH
bef1e52c-9b56-2758-7e93-31094ac923b9,34,2.00,3.50,Irish,PA
bc882827-6dca-a76d-72e3-7a86bfe61828,300,1.67,3.50,Irish,WI
7435dec0-802b-2cb4-5e42-16a2a32b2a9c,3949,1.69,3.39,Italian,AZ
73805538-4635-46b0-6fd4-876c65a2252b,66,1.00,3.00,Italian,IL
ac289cb6-99b9-7886-a140-49a718f06848,2326,2.00,3.25,Italian,NC
68bb5589-4222-703c-1464-a74575347194,21353,2.15,3.62,Italian,NV
d016bc89-38ed-35eb-7f36-b22ac44c19a9,1873,2.04,3.49,Italian,OH
424e89fa-09b8-21d5-735f-a12b94a763b7,2140,1.81,3.44,Italian,PA
ab5dd0fb-6dde-83cc-1eef-aca9a93d06a6,1221,1.86,3.43,Italian,WI
cf0eaaff-3718-103f-072f-7b8a8dd71c85,1681,1.53,3.68,Japanese,AZ
93238181-0068-73a1-8302-cdfcfaea2b4e,42,2.00,3.00,Japanese,IL
d868dc77-6246-5011-3113-59e732a28b21,1456,1.60,3.28,Japanese,NC
40cde7cf-99aa-2cee-74cd-95248e3e81ff,18420,2.03,3.86,Japanese,NV
d9eb2730-41e5-1ad3-557e-52d3692f31b8,316,1.80,3.65,Japanese,OH
f7d8466d-2605-94d4-28ad-d493b730230e,1717,2.07,3.70,Japanese,PA
c04d8811-1be2-0d62-8cf5-924ce37674a6,259,1.57,3.21,Japanese,WI
53d6bad9-9587-3fb0-4f7f-a3f48d6e19c3,15,1.00,3.50,Jazz & Blues,NV
e6378773-727f-3b47-4037-743125130e8d,83,1.50,4.00,Juice Bars & Smoothies,AZ
808dacd9-6a6e-7b31-1f17-0df5f89762d0,454,1.45,3.68,Juice Bars & Smoothies,NV
9756846a-518c-7e2e-6d2e-6be2fd1e7032,131,1.50,4.13,Juice Bars & Smoothies,OH
c02d3c13-6390-78cf-4f37-0ea723787c8e,77,1.67,4.17,Juice Bars & Smoothies,PA
a6f19946-587f-581a-65c8-09cd17c619b1,38,2.00,4.00,Juice Bars & Smoothies,WI
7a4e36e6-a0a4-3960-63c4-45e003dd91f9,36,1.00,3.50,Karaoke,NC
a4c2accc-a095-2f3c-91b1-86667e918cf0,88,2.00,5.00,Karaoke,NV
5650041f-834a-a760-9ebe-60f60b7e70ae,120,2.00,3.75,Karaoke,PA
b500dd88-281b-16ad-4b9d-164bfba28ff8,48,1.00,3.50,Korean,AZ
6ed3e2ad-141f-37cc-6b19-63b661345c7f,142,2.00,3.75,Korean,IL
0bb827b7-773f-373e-133a-0ea1fc87749b,71,2.00,4.00,Korean,NC
662e9c1e-5677-6b5e-08bf-e845e7418abc,9326,1.79,3.92,Korean,NV
b7336ff6-1f90-419a-4163-d2871e7d9799,325,2.00,4.17,Korean,OH
7f24d8c9-2db8-4a8f-3843-a643420f1e63,771,2.00,3.38,Korean,PA
1d72e125-5c94-7309-1583-d34ec3244238,80,2.00,3.50,Korean,WI
7b93a5e1-50cb-62c9-2b33-d889a34ba6ab,30,1.00,3.50,Kosher,NC
55f1edc9-5014-0d7a-4587-90b13c5b2520,186,2.00,3.75,Kosher,NV
3274572e-8a07-8b04-68bd-9618dfe110dd,5,1.00,5.00,Kosher,OH
6e344bb8-7cf8-5fc5-95d8-326dac2c454b,9,1.00,3.50,Latin American,AZ
0e2443a7-5b4f-2721-6a5c-4c8c429c9779,154,1.56,3.83,Latin American,NC
ac910bc5-64d3-2d96-8b8e-82e131130d45,576,1.38,3.69,Latin American,NV
2f5c0f8d-52e4-2814-8759-af4eb25c0784,347,1.50,3.38,Latin American,OH
25ef8db6-89b5-85e1-1951-be4c1990979d,483,1.67,3.83,Latin American,PA
3a6cbcaf-052e-55d5-7c10-94b3ec805eb0,15,1.00,3.50,Latin American,WI
738a57f5-22a9-261f-2028-928236c07123,178,2.00,4.00,Lebanese,NC
51e5472b-2681-5ebe-3850-4b8b8a449b06,333,2.00,4.50,Lebanese,NV
431719c1-40ed-35f2-a40f-29d5eb6406cc,38,2.00,4.00,Lebanese,PA
1a2cdc35-7e9c-90b1-0e8b-31e5eb6f4666,497,2.00,4.00,Live/Raw Food,NV
f258f2f7-7c73-54e9-4838-6aa921a0a14e,28,1.00,4.50,Local Flavor,IL
0bb63e88-21bd-7c0c-7224-3404ce506095,146,1.50,4.25,Local Flavor,NC
9992ea65-9174-79c2-0df4-2f4cb59b3e15,253,2.50,4.75,Local Flavor,NV
8f16ec38-5ce5-096a-7e24-3b274f6d4102,8,1.00,4.00,Local Flavor,WI
2d49962d-4c8d-a63c-94f2-78044f7f485f,4,1.00,5.00,Local Services,NV
a2ca1527-6757-1017-24e2-89f159c1a4e5,152,2.00,3.50,Lounges,AZ
27f0b14d-78c0-1000-82a1-588b7b554007,104,2.00,3.00,Lounges,NC
e57820b0-6f87-2d20-48a8-cc9b1eb03bc9,5299,2.17,3.46,Lounges,NV
4364fce3-93f2-2cdb-a5e2-57756a5c1ccf,370,1.67,3.33,Lounges,OH
7b607867-a30f-9eb1-018f-1fbaf4493c7c,212,1.67,3.17,Lounges,PA
0e5079b0-8a60-2290-5f31-32c33a2f9e97,34,1.00,4.00,Lounges,WI
7eb5562e-69f6-8b6e-5dae-8e684b2e8530,155,2.00,4.00,Macarons,PA
4011e4d1-6195-8859-513e-9567a6d363d4,72,1.00,4.50,Malaysian,AZ
d01b1e1d-4048-3523-a13f-62ce28959ea2,141,2.00,3.50,Malaysian,PA
825dd4ab-0fa5-0ba8-208f-303869f726d3,8,2.00,4.50,Massage,NC
0366e1f0-51b8-73db-6a9a-76ff6ffa55d7,22,1.00,4.00,Meat Shops,NV
8cf38087-169a-546a-9d86-f98c97bda5a6,1249,3.00,4.00,Meat Shops,PA
6d0fa06c-0ddc-1831-9451-bd8c41ff1447,1344,1.33,3.92,Mediterranean,AZ
3989dbef-3849-6c5b-4be0-6434eb824123,579,1.36,3.73,Mediterranean,NC
c27dea4a-8ba5-8f75-967e-a280e41b43d7,3277,1.76,3.47,Mediterranean,NV
44ba38d5-7ec4-1d77-1dc2-c88c5f53207d,855,1.58,3.79,Mediterranean,OH
c590b7fb-a285-661d-8512-0b1819c159d0,519,1.36,4.00,Mediterranean,PA
d3f5fa9b-1d3a-31e6-15a3-e694bc7738d2,279,1.25,3.75,Mediterranean,WI
938c9623-49a5-8a06-0ebe-75ab4c8d8c7d,9386,1.26,3.56,Mexican,AZ
42ab28d8-8142-293e-4057-23b632bc84e6,100,1.20,3.80,Mexican,IL
1fc47ce6-8bf2-2d94-5d98-b747cae99610,3858,1.33,3.52,Mexican,NC
8162784f-174a-9c7a-1a5c-c5903d81a102,24341,1.25,3.49,Mexican,NV
5b1438c1-624d-4a49-2999-3c6f4fec1693,2278,1.48,3.67,Mexican,OH
a7e4f433-1bd0-4635-88c0-f0fc4c9d7fb1,2226,1.54,3.46,Mexican,PA
811dd599-1b3a-2885-a218-90d6b50e2c7b,1236,1.37,3.33,Mexican,WI
7c104c20-5f88-1c76-17c9-b6e9f46f4e63,105,1.33,4.17,Middle Eastern,AZ
77f9a066-6288-9b3d-2723-c7e4eaa61310,219,1.50,4.00,Middle Eastern,NC
62c289b1-08f9-45af-9a39-0bb1aff01176,1373,1.89,4.11,Middle Eastern,NV
a1131dd5-69e7-569a-3790-deef48642ab9,170,1.80,4.10,Middle Eastern,OH
9126a092-76b9-38af-1316-7bbb62db8f1f,423,2.00,4.00,Middle Eastern,PA
b5bf21ee-1697-95e9-77cc-5e18ecea4f1e,106,1.00,4.00,Middle Eastern,WI
f22c00e5-61dc-3a09-8070-098f307f3494,176,2.00,3.50,Modern European,AZ
9997e329-121d-3d2a-7538-27b695dd6889,229,3.00,4.00,Modern European,NC
6ceffbc6-7fe0-6cf2-30e4-e16141986530,83,2.00,3.50,Modern European,OH
71fcf4df-1e7b-40b6-a495-8a12b3a17e91,123,2.00,4.00,Modern European,PA
96124dd6-1cd7-40ea-45be-0e0ec7013d8d,166,2.00,3.50,Mongolian,AZ
f60b04cc-2ca0-0f76-956a-cf1409a15d1d,108,2.00,3.50,Mongolian,NC
b49a3163-28d1-7db3-78ea-eac6cd82920c,308,2.00,3.50,Mongolian,NV
09e52294-20a5-41cd-6e17-5c27b6819dca,338,3.00,4.50,Moroccan,NV
18b64378-2fc7-8ed9-58dc-69abca4190e3,6,2.00,3.50,Music Venues,AZ
5f9e3fd5-7605-6635-663f-2ac7798077b7,190,1.67,3.67,Music Venues,OH
1460adb5-4eb9-2977-8c66-8243bdad0548,17,2.00,4.50,Music Venues,PA
57fd5d9a-25c8-6ab1-5594-7584e91634b8,51,2.00,3.50,Music Venues,WI
6cd14e12-92db-6544-9560-36840cf25075,199,2.00,4.00,New Mexican Cuisine,NV
01e52a63-33d7-0bcc-3d57-c810cc9f8a1a,6680,1.92,3.54,Nightlife,AZ
924a3e5d-764d-3b17-7e58-48a8769f1fdf,112,2.00,3.25,Nightlife,IL
36f1cef3-a0dc-3902-3edf-60a127e239a5,3715,1.91,3.61,Nightlife,NC
8875c094-22ef-4d88-5e5e-2d42b3419539,17572,2.03,3.66,Nightlife,NV
525fbcee-2f0a-9ffc-9db6-882f32049283,2260,1.81,3.58,Nightlife,OH
68514e47-1623-7475-8963-61ac7c087016,4153,1.84,3.58,Nightlife,PA
92eb8271-72a1-03a5-7580-9fe5f4ef9bb3,1441,1.73,3.43,Nightlife,WI
ba5df73c-123a-294f-2c14-cb80b9287d8f,426,1.00,4.00,Noodles,AZ
8ea0ca0e-0953-2607-61b9-5681026867c3,1658,1.00,3.36,Noodles,NV
10ded2dc-6b5e-998f-0b8d-f143f2030124,493,2.00,3.50,Noodles,OH
1ce52373-4605-068e-4502-16551a1779bb,490,2.00,3.75,Noodles,PA
6ac79522-67f3-8391-6e78-8d4c578e764f,103,1.00,4.00,Noodles,WI
f5fa5eaa-00e4-35c8-3360-b2fc100c2073,85,2.00,4.00,Organic Stores,NV
7156e7ec-3285-4d06-5c20-983e78e59ef7,348,2.00,3.75,Pakistani,NC
c6020cb7-47f8-5729-44b3-79ade1986fde,769,2.00,3.50,Pakistani,NV
811189a3-9aea-429f-77ca-a769cd230989,53,1.00,4.00,Pakistani,OH
47745865-3ac5-9578-1bcf-b3b65ada333d,28,2.00,1.25,Pan Asian,NV
be4b86c0-62d2-3ee2-6e50-5a1bec347aa8,12,3.00,5.00,Party & Event Planning,WI
011b15eb-6cc0-8f6a-6c91-efe837e00d88,5,2.00,2.50,Pasta Shops,NV
32cd7cf7-965e-18c5-3d2e-0b171bd07286,11,1.00,4.00,Performing Arts,OH
7807b146-0242-4a56-9807-53fd8a239ebc,30,1.00,3.50,Persian/Iranian,NC
70b31c96-70db-93c1-009c-a220d6b730b9,57,1.00,4.50,Personal Chefs,NC
03401679-36b2-0287-15d7-6c4dbe044c69,56,2.00,4.00,Peruvian,AZ
31a3533d-7862-0b15-73ae-60131ca3571e,877,1.67,4.17,Peruvian,NC
65b797c9-798e-04d8-3bd2-a2efa6a9225b,387,1.67,4.17,Peruvian,NV
e9f5e388-1fef-26f4-9c01-aba0d2976b7e,143,1.00,4.00,Peruvian,PA
696ca5aa-1fa7-9e0c-5060-fb4413be1e73,73,1.00,4.00,Peruvian,WI
b4c69e7c-5444-82bc-41a8-2a758cec4ec1,3417,1.43,3.34,Pizza,AZ
fdcd442a-879a-297b-1d1a-33e72f806dfe,123,1.56,3.22,Pizza,IL
622c9532-18b1-7809-7ccf-d88094438e89,3486,1.47,3.42,Pizza,NC
3ffb278f-0277-23e4-6f58-1b99372801ab,18433,1.57,3.17,Pizza,NV
7fe145c1-387e-628c-4db1-9d5a672a4ffc,2041,1.60,3.47,Pizza,OH
21c9f8ad-8430-49f2-6b9c-a32c95002414,3385,1.46,3.42,Pizza,PA
dfac9654-6d91-186d-24a5-8f4015c22405,1346,1.52,3.38,Pizza,WI
39341d52-9f42-7db8-8906-001fc25e4151,182,2.00,4.25,Poke,NV
84336465-4a59-3e42-239b-de35a14aa588,74,2.00,4.50,Poke,WI
4c729c68-41ab-2c70-1c93-d3fc447c5dec,358,1.33,3.83,Polish,OH
888c6920-8a31-9420-78ef-73f5c2b33879,56,1.00,5.00,Polish,PA
53c20142-7561-43b2-523b-a2a0930b6d12,74,2.00,4.00,Portuguese,PA
855d4650-319f-0e03-9850-1a81dd8e0cec,40,1.50,2.50,Pretzels,NV
d431b306-2fd4-7460-6743-825055023f7d,12,2.00,5.00,Professional Services,PA
8b3e36f9-5600-a60b-1f58-fd9cac4585ea,17,1.00,4.00,Public Services & Government,NC
c0ba2c87-36fd-5946-01d6-901515cc06b2,596,2.00,3.58,Pubs,NC
92264134-21f4-53bd-3c56-634782b14305,3863,2.00,3.43,Pubs,NV
970905cd-7211-7117-61dc-52bfdd9fa53d,230,1.67,3.83,Pubs,OH
59f3239f-19f7-9961-457c-a8675d64923c,1079,2.00,3.81,Pubs,PA
67e569ed-906a-3bb4-570a-16e0669c01b6,113,2.00,3.75,Pubs,WI
97eb3169-4be2-500d-9d5c-2504617d5cd5,89,2.00,4.50,Ramen,AZ
99a757c6-0b74-2f3c-035f-09a59b673262,460,1.50,3.50,Ramen,NC
e3601f8f-454e-48dc-4565-bf7338090608,1579,1.43,3.93,Ramen,NV
d6698154-8ac4-6882-82d8-ea4f2bf87151,209,1.50,3.00,Ramen,PA
0ff70844-4411-19d7-4987-a958b4e87f06,13,2.00,3.50,Real Estate Agents,PA
798ef4b5-42db-6d31-729b-69f6a9985302,273,1.00,4.50,Russian,WI
c6ee5a05-1eee-10a3-8901-6d900c29871a,1218,1.46,3.96,Salad,AZ
a68a8e8c-8596-754f-9075-f9ed59d948d0,575,1.27,3.53,Salad,NC
cd7eff8f-3304-2bd8-52c8-4059dd673847,2421,1.45,3.55,Salad,NV
b764227e-1c08-62b8-4519-9c927bda6d0e,174,1.50,3.19,Salad,OH
beab5a90-42ca-1696-5b32-a7e0764b7f32,217,1.80,3.80,Salad,PA
c6efeb41-57c1-7a83-87c2-3a22cf614e06,29,1.00,4.50,Salad,WI
3903d8bc-9340-6ffb-0818-02836182799b,22,1.00,3.50,Salvadoran,NC
55435893-91c0-30ca-a49f-b5ba58eb53d6,132,1.33,4.33,Salvadoran,NV
510b0566-5b7e-0a5d-9f68-e0af9efe4c83,3707,1.22,3.35,Sandwiches,AZ
35c733f6-1e78-183d-a66d-b019882c34fa,156,1.00,3.17,Sandwiches,IL
e39c8e84-2883-59a4-58e4-42e6b4d490b4,1996,1.16,3.53,Sandwiches,NC
c0669a8c-5d98-7bc8-a2ab-c6ef9a6d4cb5,11958,1.26,3.26,Sandwiches,NV
4f29f1ac-18fd-55d7-0ac7-25b10af8157f,1148,1.21,3.58,Sandwiches,OH
2a92f4ef-8dab-5c2b-7bc6-4410f7a44250,1914,1.30,3.51,Sandwiches,PA
568e2fcc-6310-7c0d-791b-246c6999181d,521,1.17,3.52,Sandwiches,WI
d591d6c3-48b6-70c1-6264-b446a3c781a7,16,2.00,4.00,Seafood Markets,NC
7904df7b-6fbe-02ab-1ddd-7d29ba5712ea,803,1.71,3.36,Seafood,AZ
c0ac9cdb-132b-8182-445e-b21fb2f4942a,1293,2.00,3.33,Seafood,NC
2a6717ef-9136-39dd-93de-2987b7df89ce,12929,2.13,3.81,Seafood,NV
d5efa4a4-66a6-0031-4cf7-fa46ce2b1b88,995,2.17,3.38,Seafood,OH
ee8bdd82-5996-1348-8ce9-1e9003f711b2,1836,2.00,3.44,Seafood,PA
91cd6045-6854-1271-5c26-1abd281d7509,413,1.71,3.57,Seafood,WI
badc18cf-7b57-3b2b-45ba-b96ad80a34ef,125,1.00,3.00,Shaved Ice,NV
adaf2a88-6bf0-4a5f-95e7-be007c9b4b85,20,2.50,3.75,Shopping Centers,NC
52848253-2ced-4e2c-a3e0-f8289c791169,598,2.00,4.00,Shopping Centers,NV
c56cb3a4-9cce-7ed8-9831-52e07113a593,54,3.00,3.00,Shopping Centers,OH
da69db9a-37ae-2e18-1ca1-6682ab604f9c,153,2.00,3.83,Shopping,NC
d16b3ace-6ddc-23c4-3664-62a9f6024ef5,61,2.00,3.50,Shopping,NV
09fca6d1-31db-56ba-251c-957717f0529c,27,2.00,3.00,Shopping,OH
7df86ead-240d-937f-250b-1ef88ac19ab3,13,1.00,4.50,Shopping,PA
369f3886-1769-259f-a1d9-51cb5828430c,3,2.00,4.50,Shopping,WI
aff8ed2b-98c3-0c86-91eb-8c8d4b13679a,166,2.00,4.00,Smokehouse,NC
a3612268-51ba-2791-2610-0392481825db,3,2.00,3.00,Social Clubs,PA
900b2cd0-535b-4fc1-9d58-b41fa2772c6f,119,1.00,3.00,Soul Food,AZ
1bf4e956-8281-630c-3d64-394b5236961a,975,1.86,3.64,Soul Food,NC
ea3696cd-2b3a-4874-2021-6934a0cca4f8,315,2.00,3.50,Soul Food,NV
ee464362-8d78-69af-6cb1-0a27c0011bc7,246,1.00,3.88,Soul Food,OH
8b0dfe8b-57ee-3dae-49f5-30919ab582ed,86,1.00,4.17,Soul Food,PA
043313ff-6314-0dec-236a-edc042bd475a,776,1.50,3.88,Soup,AZ
02e59d22-4cca-5311-5ac2-10b95d275bf2,243,1.60,3.40,Soup,NC
c6efb5f9-2fa9-a499-59bd-e435c2f72d79,529,1.50,3.75,Soup,NV
dab241ec-8ed3-6506-5154-2ceae2a591cc,178,1.75,3.88,Soup,OH
f6138770-4764-0eaf-58df-672560552f7c,144,1.33,3.33,Soup,PA
92f2f722-894b-657e-4406-91180f622b5d,60,1.00,3.50,Soup,WI
ce82df38-07f6-5242-771a-2a3009164eed,388,1.50,3.75,Southern,AZ
44131466-36d8-1fbc-33aa-bc14b0458629,2148,1.63,3.58,Southern,NC
2b5285be-9fb9-2340-7e62-9ab6bae468b3,1906,1.75,3.00,Southern,NV
7e51fc3c-0cdc-7f38-4a7f-7410314513f0,277,1.67,3.50,Southern,OH
549ae1a0-3ece-2376-6c37-c9a85224538a,153,1.50,4.00,Southern,PA
884c9e15-66ff-3bc4-6500-24c98c2e6b6f,4,1.00,4.00,Southern,WI
aea67669-a69e-4d4d-1b3e-be469fef8e47,256,1.67,3.67,Spanish,NC
f16bb997-10b7-1b45-94ad-ab6904a4179e,1343,2.67,3.83,Spanish,NV
7d4d4ad9-5750-53a5-65f6-5d6e4d37a25d,162,2.00,4.00,Spanish,OH
e42729a9-52f8-00d3-4503-6d799ecb274f,129,3.00,4.00,Spanish,PA
72015c6b-76bc-866e-8a61-e15f2e8c2050,301,1.33,4.17,Specialty Food,AZ
398aad09-a014-8f64-2409-ea3367b30628,3,1.00,4.00,Specialty Food,IL
b19e503f-8131-291f-9776-c959de5065cd,380,1.80,4.20,Specialty Food,NC
792f9be7-625a-553f-3a69-d172e9054e27,3018,1.60,3.60,Specialty Food,NV
0fc5946d-8250-7bf2-8e07-f0d82a2c7b38,222,1.50,4.13,Specialty Food,OH
62e61cda-5d54-4bba-2662-3ea5ce8aa5a7,115,1.75,4.00,Specialty Food,PA
a24d8b19-42e7-a5f0-68f6-7c5a36266ba0,65,1.50,4.50,Specialty Food,WI
8b9a7493-7546-31ed-0ea0-80f8290695ff,672,1.88,3.25,Sports Bars,AZ
2bf02a06-5726-06be-4e49-fabdd3516d64,956,1.82,3.05,Sports Bars,NC
9fde1757-7476-9074-24e8-e4480ce8a69e,904,1.91,3.45,Sports Bars,NV
88f05bf9-6d58-7ed7-827c-ab30f3413db5,319,1.70,3.55,Sports Bars,OH
f922c359-033d-0032-99c1-544803da7918,210,1.83,3.50,Sports Bars,PA
a790e2cc-30f0-2baf-8f01-ecbd27021d10,107,1.60,3.50,Sports Bars,WI
adce83d5-5a9a-3dc8-9561-4e78ab56660a,62,2.00,4.00,Sri Lankan,WI
aa39eb00-a4ce-4708-63d9-09676cff1a27,1388,2.27,3.23,Steakhouses,AZ
1fcf36f9-1410-854b-6b3a-32864bf34c1e,56,2.00,3.00,Steakhouses,IL
